id	sentence	sentiment
87e68d17-f4f0-4c78-8e4e-bc81e5f2587c	Storytelling feels slight .	1
0b6e38d2-70bd-4348-99b0-5eac3edae871	It 's one of the most honest films ever made about Hollywood .	4
0248b40a-b697-488c-9d7e-584e568d04f4	Not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans .	1
8101ed32-2b1e-47f5-b750-c656148b1fd7	Diaz wears out her welcome in her most charmless performance	0
5a4d1330-307f-4944-856e-53ca36d79a74	Cold , Sterile And Lacking Any Color Or Warmth .	0
6e2f68c8-fdb2-43f6-bb08-e207dca1ac0c	The very definition of what critics have come to term an `` ambitious failure . ''	1
caa9dc57-742b-48fb-a4de-d3012637874f	As lively an account as Seinfeld is deadpan .	1
ff491e63-ee53-4cc7-a1ff-111e7c0b45c5	Woven together handsomely , recalling sixties ' rockumentary milestones from Lonely Boy to Do n't Look Back .	3
794b53c4-e46e-43d3-aa73-eadbeb207626	One sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot .	0
e096aa2e-2bc8-4e84-84a2-719147191034	Few of the increasingly far-fetched events that first-time writer-director Neil Burger follows up with are terribly convincing , which is a pity , considering Barry 's terrific performance .	2
7c13544d-faec-4896-8ed0-6f04b7935569	With an unflappable air of decadent urbanity , Everett remains a perfect Wildean actor , and a relaxed Firth displays impeccable comic skill .	4
6dd6fb2a-dbd4-418b-af8d-743990c4702f	The kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .	4
93a543d9-8643-4835-8b23-8f8797887b4f	Not always too whimsical for its own good ( but enough to do harm ) , this strange hybrid of crime thriller , quirky character study , third-rate romance and female empowerment fantasy never really finds the tonal or thematic glue it needs .	2
333d449d-3819-47cc-acf9-fa95cd969496	Maybe not a classic , but a movie the kids will want to see over and over again .	4
8ad12e3b-bda1-4347-b1dd-58afad32716a	Good ol' urban legend stuff .	3
22a9b7bb-9830-45e6-ad6a-0afbfb73e60c	An old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts .	3
691c238c-27eb-4f11-8d04-fe2c26d55ec1	Too leisurely paced and visually drab for its own good , it succeeds in being only sporadically amusing .	2
6b2274ea-24d4-413c-afda-df32a38db7bd	Queen of the Damned is too long with too little going on .	1
f6c4edaf-960e-419c-b7e5-ec12a369e513	For the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .	3
7b5756e9-f8d6-4594-9af3-4febde34a436	I have no problem with `` difficult '' movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out .	2
516e4980-ea50-420a-bac4-f1347f0f535a	Humorous , artsy , and even cute , in an off-kilter , dark , vaguely disturbing way .	2
4100257b-986f-4117-ac6c-ef4bd0692527	Scorsese does n't give us a character worth giving a damn about .	1
8548153f-dd12-41b8-9501-ced2e5fa5738	Garcia and the other actors help make the wobbly premise work .	3
a979f8ce-5024-4813-adf1-7e4d7c8ba68f	Holden Caulfield did it better .	1
69ad2d72-efed-4931-8f36-60e60b49a76e	While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .	1
9b23aa5d-f10c-4794-9e75-a5e460a2fc6d	An ambitious , guilt-suffused melodrama crippled by poor casting .	1
00e7a769-72fa-4b92-8290-7a53946dcc14	You may leave the theater with more questions than answers , but darned if your toes wo n't still be tapping .	3
dfa6f79e-eec0-4421-80d5-f3ccd3cc31b2	Ethan Hawke has always fancied himself the bastard child of the Beatnik generation and it 's all over his Chelsea Walls .	1
867b3471-a885-40cd-9fcf-e89b709134e7	Everyone 's insecure in Lovely and Amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .	4
5bc5c013-80d0-4b2b-9612-4ac2c0683d50	Men in Black II achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as Whiffle-Ball epic .	0
d09e5b14-cdcd-4083-8611-c7329c6bf41d	A must for fans of British cinema , if only because so many titans of the industry are along for the ride .	4
01e02e8b-0213-4e9d-82d8-c1bcbac93a47	An average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality .	2
9a1a4cea-2ce6-4b59-8f20-38b1bc5ab049	The delicious trimmings ... arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a Scrooge or two .	4
89efba8f-4ad9-4e0f-8856-8c66288e4dd4	The whole mildly pleasant outing -- the R rating is for brief nudity and a grisly corpse -- remains aloft not on its own self-referential hot air , but on the inspired performance of Tim Allen .	2
6fe550d7-48a2-4606-936b-1736e006e56f	And the lesson , in the end , is nothing new .	1
587a6b1e-28fe-4b92-9b58-9172a3d9bc61	An effectively creepy , fear-inducing ( not fear-reducing ) film from Japanese director Hideo Nakata , who takes the superstitious curse on chain letters and actually applies it .	4
93c1d668-e066-49f7-8a62-ade3cd28b434	Russell lacks the visual panache , the comic touch , and perhaps the budget of Sommers 's title-bout features .	1
12c5ea8f-3d5f-4f44-bb95-57b925db1223	Hilarious , acidic Brit comedy .	4
56077614-c282-4de0-8b7d-cae7027decea	None of this sounds promising and , indeed , the first half of Sorority Boys is as appalling as any ` comedy ' to ever spill from a projector 's lens .	0
fc2073c9-2f67-4394-ac3e-52368a5124fd	Clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up .	1
845b9e9f-4ea1-46f9-8abb-305c547f4141	A movie that 's just plain awful but still manages to entertain on a guilty-pleasure , so-bad-it 's - funny level .	2
3c547ce0-fa00-49d7-9460-66b73aecc386	It 's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex .	1
a071cd11-89c2-42d1-b4ea-9a6b72581b30	A fresh , entertaining comedy that looks at relationships minus traditional gender roles .	4
cf22b766-7a1d-4259-9e64-30e62c99e636	If the film has a problem , its shortness disappoints : You want the story to go on and on .	3
00930f09-14f0-4634-ba3e-f899be44446c	( Allen 's ) best works understand why snobbery is a better satiric target than middle-America diversions could ever be .	3
14263463-6487-4d3e-aee9-8ba20c127401	A tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with .	0
efec3663-5eb5-45f5-a030-12bf15013ce1	Return to Neverland manages to straddle the line between another classic for the company and just another run-of-the-mill Disney sequel intended for the home video market .	1
ddc6e7f6-d92b-4e06-af4e-940e5bb692cc	Feardotcom 's thrills are all cheap , but they mostly work .	2
870afa09-2832-48a7-a0c1-e3ba50fdeda7	For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .	2
8a2f66a8-82ab-4c65-aff6-62a6859a6323	Mostly , ( Goldbacher ) just lets her complicated characters be unruly , confusing and , through it all , human .	3
27a4b4e2-a46b-4c01-a629-b0fb04cb5efc	Yet this one makes up for in heart what it lacks in outright newness .	3
fc5425ec-3979-4513-a14b-a330175e340b	It is ridiculous , of course ... but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness .	3
6db6adc3-a8d8-4d08-97d0-2f01a1092412	The film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low .	1
e5fd94b4-2b0f-473a-9514-944bcf5c3d95	If Mr. Zhang 's subject matter is , to some degree at least , quintessentially American , his approach to storytelling might be called Iranian .	2
b1982dfe-9fba-477b-851a-07042943f0d0	You wo n't look at religious fanatics -- or backyard sheds -- the same way again .	2
8f6f42ca-5531-48c9-a3d8-41b5753c444a	Instead of trying to bust some blondes , ( Diggs ) should be probing why a guy with his talent ended up in a movie this bad .	1
d8a421cd-bc60-4b72-9218-b0ab7ae59561	In the end , the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .	0
e3e47d76-285a-4b7b-9c99-7318a2d27bc9	Watching Austin Powers in Goldmember is like binging on cotton candy .	3
01af84a6-ad51-44c2-80f7-3fd6434c4bac	The best comedy concert movie I 've seen since Cho 's previous concert comedy film , I 'm the One That I Want , in 2000 .	4
79dd3883-ae60-42a7-a5fd-92dc69b73438	An entertaining , if ultimately minor , thriller .	3
7e1e4835-869c-4a0d-90c5-9f7bbdf6f69e	A surprisingly charming and even witty match for the best of Hollywood 's comic-book adaptations .	3
ce904a73-1cda-4675-9082-9364457ffb4d	While surprisingly sincere , this average little story is adorned with some awesome action photography and surfing .	3
f4b7fa23-4b48-4b52-842e-1838fdb741c3	It 's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet ? ''	0
dfa6d97d-e9db-4580-b74c-7492096259b8	A film so tedious that it is impossible to care whether that boast is true or not .	0
a13cf417-90c4-43ed-94d4-f59b263e02ad	I am sorry that I was unable to get the full brunt of the comedy .	1
301ce754-a232-4771-acdc-78ed71c0722b	The fact is that the screen is most alive when it seems most likely that Broomfield 's interviewees , or even himself , will not be for much longer .	3
15038872-262e-4d14-881e-95a960e30025	A resonant tale of racism , revenge and retribution .	3
8a5d2611-53e9-43f0-8233-1a0e6923ede5	While the transgressive trappings ( especially the frank sex scenes ) ensure that the film is never dull , Rodrigues 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative .	1
ad7a62e9-0e29-4e8f-9b56-a566b5b3b48d	Deadly dull , pointless meditation on losers in a gone-to-seed hotel .	1
f89a16b8-7611-45cd-b725-840cc203f1b2	Maggie G. makes an amazing breakthrough in her first starring role and eats up the screen .	4
c2705bf8-82e8-4a4b-9394-9b67c1b165a5	It 's not a particularly good film , but neither is it a monsterous one .	2
006a4a1e-9902-476a-a0e1-8d5a74774870	Davis has energy , but she does n't bother to make her heroine 's book sound convincing , the gender-war ideas original , or the comic scenes fly .	2
11a9a095-35d0-4e5c-82ce-8f300516b460	A preposterously melodramatic paean to gang-member teens in Brooklyn circa 1958 .	2
62b73e02-d91c-48b2-b46c-7810882880ff	the film never rises above a conventional , two dimension tale	1
d891ad26-ad9c-4ef0-9ff5-3e24c1d6cc28	I 'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap cliché .	0
fef576f1-8100-43d1-a081-ad7480dc6a7f	A cumbersome and cliche-ridden movie greased with every emotional device known to man .	1
bd5de111-8519-4bd6-afaa-3b77c39c54c9	But Death to Smoochy keeps firing until the bitter end .	2
f2d144ea-e9a6-4b22-b52e-ee2592c0caa1	A seriocomic debut of extravagant promise by Georgian-Israeli director Dover Kosashvili .	3
71e600b6-0162-4865-b75e-fb8f7fdaa0b5	Parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion '	1
3656ff3c-c036-4d2e-b068-646998f546bf	A perfectly competent and often imaginative film that lacks what little Lilo & Stitch had in spades -- charisma .	2
9deff159-5106-429d-ba62-b5dc1a12f2a4	Falls neatly into the category of Good Stupid Fun .	3
39fbe900-cfa2-481d-8aea-3a95c99c8581	What 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism .	0
c27b8d76-142b-4ae3-a4db-7a171cdd8df3	A thriller with an edge -- which is to say that it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world .	3
108bddaf-f167-4768-b17b-9678cd7529b7	Scooby Dooby Doo \/ And Shaggy too \/ You both look and sound great .	3
6b4ff72d-4f11-4f2a-b760-575031410855	There is a real subject here , and it is handled with intelligence and care .	4
3265c9cb-4490-4777-a8dd-c11952bcc8dc	Notwithstanding my problem with the movie 's final half hour , I 'm going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal , and also the unique way Shainberg goes about telling what at heart is a sweet little girl -	3
9e0ad820-53f5-47e2-9e54-776101a14e54	Despite its title , Amy 's Orgasm is not a porno , though it is as tedious as one .	2
64670665-b0af-4609-9832-7f622769c2c6	It 's refreshing to see a girl-power movie that does n't feel it has to prove anything .	4
5cb4e455-1a61-4ed2-b5d1-dda83eebc4f3	They were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .	0
5f153cf8-6934-45b0-b4d0-16f51c3527ba	Definitely a crowd-pleaser , but then , so was the Roman Colosseum .	3
8f69d6d0-58b3-4531-a602-1978192f51fb	It 's a hoot watching The Rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire !	4
6e77fd4f-6990-42d8-a2da-0e6140d87a5a	In Fessenden 's horror trilogy , this theme has proved important to him and is especially so in the finale .	3
84e5f43d-c95f-4aa1-8f0e-f7c98f6bd0ec	Vulgar is too optimistic a title .	0
7e7d15b7-7b16-4a8f-bf04-f38488a4e122	Seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight .	1
33dffa86-516e-4ec3-a8e7-b0a98cb33981	By the standards of knucklehead swill , The Hot Chick is pretty damned funny .	4
758b83a6-6d1b-4e11-9eee-ff60ec5eb390	Its direction , its script , and Weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .	3
527b59a8-948f-4a65-afc2-b0f1ead0a270	Finally , a genre movie that delivers -- in a couple of genres , no less .	3
d4206d3b-4b55-4621-a4ec-076547e04642	John Carlen 's script is full of unhappy , two-dimensional characters who are anything but compelling .	2
e0397f19-7a12-4776-9cc6-53e3fe6e5dfb	Did no one on the set have a sense of humor , or did they not have the nerve to speak up ?	1
968519ac-f5b9-4f07-b997-947ef26f4ecc	Though its atmosphere is intriguing ... the drama is finally too predictable to leave much of an impression .	2
a4b6f9d2-c4fb-4652-a011-423956212c30	This is n't a narrative film -- I do n't know if it 's possible to make a narrative film about September 11th , though I 'm sure some will try -- but it 's as close as anyone has dared to come .	3
47046296-37ea-4a37-bb70-d9880b45e221	It 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue .	1
14eb2876-df26-4d66-9ce1-451ace195329	This New Zealand coming-of-age movie is n't really about anything .	1
c0f09c77-6bd9-47fd-b03d-8507a07d20d6	An intelligent and deeply felt work about impossible , irrevocable choices and the price of making them .	4
cbeb040d-a9e8-4b26-856c-91d867fe4aa8	Remains a solid , if somewhat heavy-handed , account of the near-disaster ... done up by Howard with a steady , if not very imaginative , hand .	2
622856d2-503b-4c75-b693-112e242e782c	And Vin Diesel is the man .	3
c856aa25-048a-4e45-bbec-0cd56b2d1989	The most compelling Wiseman epic of recent years .	4
d8c853e2-1655-43ae-9332-f59df4495ace	... comes alive only when it switches gears to the sentimental .	1
1bdeba55-a5ab-443c-8a2c-5853c2475eef	Smith finds amusing juxtapositions that justify his exercise .	3
d04777f0-6bbe-4f16-a8e6-773470dea617	I can analyze this movie in three words : Thumbs Friggin ' Down .	0
db1ee58d-ccae-4e76-9f68-716cb06168c7	The movie enters a realm where few non-porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle .	3
8cc941cf-d4a3-4ee3-9faf-077c5b83a18a	Tom Shadyac has learned a bit more craft since directing Adams , but he still lingers over every point until the slowest viewer grasps it .	2
c03705e4-ec1a-42d3-9f18-c54374724d52	A film with a great premise but only a great premise .	3
9b3224d0-5e64-40fb-9d91-1b7a529d2e0c	Tailored to entertain !	3
33d7682b-57a6-4b94-8555-5351aab769ec	Feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .	1
d545710c-0e15-458c-a39e-00b8e59985ee	Their film falters , however , in its adherence to the Disney philosophy of required poignancy , a salute that I 'd hoped the movie would avoid .	1
a06c304c-167e-43ef-88a9-83ec1dda7c4b	... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season .	0
a2bf4f6f-79f0-4d1f-975b-86385a14537e	Between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap .	1
7f43fb92-83ac-4398-a1a4-df55d0e9b1b7	Some movies blend together as they become distant memories .	2
47726602-afdc-49fa-965c-1f979dd9190b	It trusts the story it sets out to tell .	4
043879a9-9981-4841-b54e-0ef60c88b4cd	It all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense .	0
f6a183cc-49d8-4071-a44a-38b8d5509fad	With nary a glimmer of self-knowledge , ( Crane ) becomes more specimen than character -- and Auto Focus remains a chilly , clinical lab report .	1
dda9077e-1295-4944-ad56-5280e1285266	The real charm of this trifle is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep .	2
878a715b-540e-42fa-874c-e2aaf7c7002b	Laggard drama wending its way to an uninspired philosophical epiphany .	1
c7f393f7-19aa-4e50-b1cc-87bce25fed6b	While Glover , the irrepressible eccentric of River 's Edge , Dead Man and Back to the Future , is perfect casting for the role , he represents Bartleby 's main overall flaw .	2
cc2a3de9-04bb-4d98-981b-2a7e52529c6b	Replacing John Carpenter 's stylish tracking shots is degraded , handheld Blair Witch video-cam footage .	1
d4161afe-05a0-42c1-b05e-1038d2c46219	And that should tell you everything you need to know about All the Queen 's Men .	2
54ef30e3-6110-48d6-ae14-e9e131f9c738	Watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when Carol Kane appears on the screen .	1
45c13bec-4d7e-4cdf-925c-dcbe63635142	A sleep-inducing thriller with a single twist that everyone except the characters in it can see coming a mile away .	1
44be353d-9e80-4ac4-af0e-11f6dba6f126	It helps that Lil Bow Wow ... tones down his pint-sized gangsta act to play someone who resembles a real kid .	3
80a52831-b4a4-429c-98a2-032cbea52dd9	Indifferently implausible popcorn programmer of a movie .	1
7398aa91-eb5f-442d-a921-48d4f9cc0b19	Walter Hill 's Undisputed is like a 1940s Warner Bros. .	3
a99c4ac8-086c-45ff-8758-b84d4fdc2c63	` Sophisticated ' viewers who refuse to admit that they do n't like it will likely call it ` challenging ' to their fellow sophisticates .	2
ecb5659b-9f3f-4ef2-852f-460cf3dafee1	In its dry and forceful way , it delivers the same message as Jiri Menzel 's Closely Watched Trains and Danis Tanovic 's No Man 's Land .	3
92c9e796-6165-4202-bdb0-9f2d5b0b8930	There are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why .	3
294a5dca-7436-471f-8c92-69bdf5ca54f7	Tsai Ming-liang has taken his trademark style and refined it to a crystalline point .	3
3c5ec2f5-7f1c-4cb8-9e44-9ee4729f8cec	If you 've grown tired of going where no man has gone before , but several movies have - take heart .	3
73df212d-d21c-4043-82f2-6045e13ef487	While obviously an extremely personal work , it remains inextricably stuck in an emotionally unavailable rut .	2
46f3dff9-7ea4-4323-8a14-183fe2ae661b	A classy , sprightly spin on film .	4
b20aef5f-82c3-4756-b071-33724d575bb5	By the time the surprise ending is revealed , interest can not be revived .	1
7f65959b-ae74-42d2-a63c-d230f8d22e1d	A long , dull procession of despair , set to cello music culled from a minimalist funeral .	0
62e8d45d-b5df-4e94-b6f3-37a08e3bb5b1	The movie is for fans who ca n't stop loving anime , and the fanatical excess built into it .	2
fdbad39c-ea2f-4708-9f80-1badb357afb1	What might have been acceptable on the printed page of Iles ' book does not translate well to the screen .	0
073e277f-ce9b-4f5f-a0c6-8dab9ddee3e2	The film does give a pretty good overall picture of the situation in Laramie following the murder of Matthew Shepard .	3
78bdd3a6-99ea-43cc-bd19-9801a65f53d5	Weird .	1
402679a5-c0a0-4950-82a8-12a287aed875	Pretend like your SAT scores are below 120 and you might not notice the flaws .	1
88ec4a54-1cfd-4b45-bccf-ceffbbfba681	Flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding Equilibrium up .	1
40fc3872-a4a7-49db-ae73-ffc5797b2ea9	It has the requisite faux-urban vibe and hotter-two-years-ago rap and R&B names and references .	1
489a360d-6580-47e5-bc2c-6e48da79b836	I like this movie a lot .	4
ca341b1d-d98f-4ce7-bc4f-0111fa9730bf	I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .	1
fa0e5d50-7c1c-49ef-a107-83c3e9d18cbd	Fails to bring as much to the table .	1
e0f626bd-558d-469e-b7ae-dcf6c941f6f1	This is a story that zings all the way through with originality , humour and pathos .	4
92d16ad0-9398-42ea-8f8f-1b0ec2433b93	With ` Bowling for Columbine , ' Michael Moore gives us the perfect starting point for a national conversation about guns , violence , and fear .	4
3e586d5b-4603-4d6a-9cf3-5fa7893d9a4e	Kudos to the most enchanting film of the year .	4
8f5af7f6-7b4d-4792-b3e3-2cb17ad56d5f	One of creepiest , scariest movies to come along in a long , long time , easily rivaling Blair Witch or The Others .	3
e73107b4-b34d-4256-8ef0-f5d33e59b07b	... a roller-coaster ride of a movie	4
470f480c-57b4-4efa-aa01-ba8e164730b2	If you can tolerate the redneck-versus-blueblood cliches that the film trades in , Sweet Home Alabama is diverting in the manner of Jeff Foxworthy 's stand-up act .	2
87783550-69d3-442c-890a-c070c57788a8	A disappointment for those who love alternate versions of the Bard , particularly ones that involve deep fryers and hamburgers .	1
6af03bb3-c773-40cd-9eef-eb36caa794d3	That is a compliment to Kuras and Miller .	3
a5d45add-fb5c-446c-b1e9-72e6ed14c974	Droll caper-comedy remake of `` Big Deal on Madonna Street '' that 's a sly , amusing , laugh-filled little gem in which the ultimate `` Bellini '' begins to look like a `` real Kaputschnik . ''	3
93c2f7d6-d198-4192-baea-ef0160f40215	If Deuces Wild had been tweaked up a notch it would have become a camp adventure , one of those movies that 's so bad it starts to become good .	2
6ccf2bf2-c6d7-4e6e-a25e-01108e0b0ae4	A great script brought down by lousy direction .	1
4342371b-c1d6-46de-be48-942495dadcaa	Enormously enjoyable , high-adrenaline documentary .	4
552cd0fa-0935-4b2a-8157-9dd9cdff1cb0	Parker probably thinks he 's shaking up a classic the way Kenneth Branagh and Baz Luhrmann have , but this half-hearted messing-about just makes us miss Wilde 's still-contemporary play .	2
57eada18-08be-4ec0-930f-6b0d6341fefc	His warriors collide in balletic explosion that implies an underlying order throughout the chaos .	2
530be106-47d4-4c85-a4f6-a42e31ab0ada	Don Michael Paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double ( for Seagal ) .	2
f6eedf11-b4bc-46b5-acc7-44cd154f820e	If you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life , Eisenstein delivers .	3
8fd2fafc-3219-4d00-9349-093b54d3abe0	Too much of Storytelling moves away from Solondz 's social critique , casting its audience as that of intellectual lector in contemplation of the auteur 's professional injuries .	1
d64ea219-3553-46c3-9991-e748c96e8879	Why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?	0
6c9712e8-6033-4a22-b95d-0475fc256a46	The lightest , most breezy movie Steven Spielberg has made in more than a decade .	3
2bb0b8b5-0ac5-408d-b748-8d3b0e0e3b81	It 's fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark .	3
c820762c-5518-4de0-a1fb-95c7809417af	Hugely accomplished slice of Hitchcockian suspense .	3
7dccc448-88b5-4bcd-aeef-d4c033aadd0e	It 's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny .	0
505c437d-1af4-420c-b806-d6ed4839f5ea	An odd , haphazard , and inconsequential romantic comedy .	1
9fad07df-2a3d-4cd8-b421-e117a32ca88d	Who is this movie for ?	2
013a5b5c-a889-4064-92f2-650c09627e73	It gets old quickly .	1
0ae75018-6ca1-44ec-80de-1b25912f4103	Beyond a handful of mildly amusing lines ... there just is n't much to laugh at .	1
036db350-4f88-45a4-9cb7-16c7096939b5	Heavy-handed exercise in time-vaulting literary pretension .	2
e9fc84f2-5165-4e67-b331-22e03bd09939	, The Sum of All Fears is simply a well-made and satisfying thriller .	4
e4cb1839-fca3-4afa-bbf0-948c00df030d	The movie is pretty funny now and then without in any way demeaning its subjects .	3
ea760d6e-5289-4000-af62-58a59d465c49	In fact , even better .	3
0626395b-8e08-4ae5-919e-6a5641a3cd36	Some studio pizazz might have helped .	1
21d0d9c1-fbe4-48e6-9e64-1a1532df3386	He 's worked too hard on this movie .	2
3ef6e5cf-2f74-47e1-a0f3-5077ccc8a6ba	The mood , look and tone of the film fit the incredible storyline to a T.	3
e788c1e4-caf5-44b6-bf4e-d1a50360984c	Helmer Hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .	1
11b1443d-e7ba-453e-a9f5-f0d8bfaf2b9b	I 'm sure if you 're a Hartley fan , you might enjoy yourself ... Me , I did n't care for it .	2
5e7a7b02-b685-4f1e-a053-7117ea1404a8	A pale Xerox of other , better crime movies .	1
6950c218-eae3-495b-9047-0694a525293f	It might as well have been Problem Child IV .	1
79a2363f-9542-4a09-8704-8ad1a606f6ef	It 's an exhilarating place to visit , this laboratory of laughter .	4
e82c8853-958a-4ede-88ed-0a4557962af1	While general audiences might not come away with a greater knowledge of the facts of Cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .	4
e0eccfff-e7ef-4d94-bad1-35c82d55c4e2	The filmmakers wisely decided to let Crocodile Hunter Steve Irwin do what he does best , and fashion a story around him .	3
cd55e42d-1028-43d5-96d8-31e82d776244	Instead of panoramic sweep , Kapur gives us episodic choppiness , undermining the story 's emotional thrust .	1
a23c6a44-16f1-49c1-9576-fe9b2d5ded8c	Never quite transcends jokester status ... and the punchline does n't live up to Barry 's dead-eyed , perfectly chilled delivery .	1
ccdeb720-c4b0-4d8c-bbf1-813bbdcf8ff3	Earnest but earthbound ... a slow , soggy , soporific , visually dank crime melodrama\/character study that would be more at home on the small screen but for its stellar cast .	1
c4397527-7101-4c78-bc11-e25273491a19	A half-assed film .	0
d3f055e5-2a10-4285-9025-323ce700a358	Exciting and direct , with ghost imagery that shows just enough to keep us on our toes .	3
934236fa-0596-4a1c-9063-02e7be79ac3f	A very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .	1
e68bf070-9a8d-4f75-a44a-dfade348f968	The origin story is well told , and the characters will not disappoint anyone who values the original comic books .	2
9b9d8243-d92c-46c2-a08a-63942bc66ad5	As a girl-meets-girl romantic comedy , Kissing Jessica Steinis quirky , charming and often hilarious .	4
8578da4c-351b-4339-9060-990531b7c8e8	Critics need a good laugh , too , and this too-extreme-for-TV rendition of the notorious MTV show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .	2
27fa4aa4-c473-4eb3-a0a2-f43832af2cbb	A fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists .	4
0bde79eb-4519-454f-9781-c1f4db26eae9	like a poor man 's You Can Count On Me	2
bcda0a71-acb1-4654-9e7f-248d0490cf63	Elegant and eloquent ( meditation ) on death and that most elusive of passions , love .	4
eb6f2436-3b8f-4c18-baf7-d26f9a7d8a63	Nair 's attention to detail creates an impeccable sense of place , while Thurman and Lewis give what can easily be considered career-best performances .	4
f03bd740-08ef-4a1c-b196-a3f72d65e120	It has the charm of the original American road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland .	3
5bbf22fb-1413-4510-ba0f-3f9c28b306f2	fast , frantic and fun , but also soon forgotten	2
1f8c165d-b2b8-419e-ad46-5cf488910ac5	Gently humorous and touching .	3
7834ab0d-256e-48f8-976f-577a3bf2f637	Coarse , cliched and clunky , this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars Hugh Grant and Sandra Bullock .	0
dca7a0a5-5f31-4f5a-90c5-371dc3c5f5d1	Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .	4
4560aa96-cad7-4f45-83e1-c1ba68ab1ed1	Starts off with a bang , but then fizzles like a wet stick of dynamite at the very end .	1
61d925c0-c322-4ff6-8300-b6c6b80236c9	In the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses .	1
b1a0d877-284a-4900-91a9-fa5b7df9080d	On the heels of The Ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness .	3
